identifier,sp_in_embedding,sequence_source,sequence_length_used,major_group,cysteine_group
NCBI|Tele_NC_045548_1_gene_1_mRNA_14|Thamnophis_elegans,no,mature_seq_fallback,65,Non-standard,Non-standard
NCBI|Tele_NC_045548_1_gene_1_mRNA_17|Thamnophis_elegans,no,mature_seq_fallback,69,Plesiotypic,Plesiotypic
NCBI|THAEL_XM_032222342.1_49_258|Thamnophis_elegans,yes,full_seq,91,Plesiotypic,Plesiotypic
NCBI|Tele_NC_045548_1_gene_1_mRNA_1_mka|Thamnophis_elegans,no,mature_seq_fallback,60,Plesiotypic,Plesiotypic
NCBI|Tele_NC_045548_1_gene_1_mRNA_10_mka|Thamnophis_elegans,no,mature_seq_fallback,59,Plesiotypic,Plesiotypic
NCBI|Tele_NC_045548_1_gene_1_mRNA_16|Thamnophis_elegans,no,mature_seq_fallback,65,Plesiotypic,Plesiotypic
NCBI|Tele_NC_045548_1_gene_1_mRNA_18|Thamnophis_elegans,no,mature_seq_fallback,65,Plesiotypic,Plesiotypic
NCBI|Tele_NC_045548_1_gene_1_mRNA_2_mka|Thamnophis_elegans,no,mature_seq_fallback,59,Plesiotypic,Plesiotypic
NCBI|Tele_NC_045548_1_gene_1_mRNA_5_mka|Thamnophis_elegans,no,mature_seq_fallback,60,Plesiotypic,Plesiotypic
NCBI|Tele_NC_045548_1_gene_1_mRNA_7_mka|Thamnophis_elegans,no,mature_seq_fallback,60,Plesiotypic,Plesiotypic
NCBI|Tele_rna_XM_032222338_1|Thamnophis_elegans,yes,full_seq,86,Plesiotypic,Plesiotypic
NCBI|Tele_rna_XM_032222748_1_mka|Thamnophis_elegans,yes,full_seq,82,Plesiotypic,Plesiotypic
NCBI|THAEL_XM_032222748.1_26_265|Thamnophis_elegans,yes,full_seq,82,Plesiotypic,Plesiotypic
NCBI|Tele_NC_045548_1_gene_1_mRNA_9_mka|Thamnophis_elegans,no,mature_seq_fallback,67,Plesiotypic,Plesiotypic
NCBI|THASI_GDKU01029485.1_88_309|Thamnophis_sirtalis,no,mature_seq_fallback,74,Non-standard,Plesiotypic
A0A646QBR0,no,mature_seq_fallback,67,Non-standard,Non-standard
A0A646QDR7,no,mature_seq_fallback,67,Non-standard,Non-standard
None|Thelotornis_mossambicanus_3FTx_04|Thelotornis_mossambicanus,no,mature_seq_fallback,67,Non-standard,Non-standard
None|Thelotornis_mossambicanus_3FTx_01|Thelotornis_mossambicanus,no,mature_seq_fallback,65,Non-standard,Non-standard
None|Thelotornis_mossambicanus_3FTx_05|Thelotornis_mossambicanus,no,mature_seq_fallback,72,Plesiotypic,Plesiotypic
None|Thelotornis_mossambicanus_3FTx_08|Thelotornis_mossambicanus,no,mature_seq_fallback,73,Plesiotypic,Plesiotypic
None|Thelotornis_mossambicanus_3FTx_09|Thelotornis_mossambicanus,no,mature_seq_fallback,73,Plesiotypic,Plesiotypic
None|Thelotornis_mossambicanus_3FTx_11|Thelotornis_mossambicanus,no,mature_seq_fallback,73,Plesiotypic,Plesiotypic
None|Thelotornis_mossambicanus_3FTx_15|Thelotornis_mossambicanus,no,mature_seq_fallback,73,Plesiotypic,Plesiotypic
None|Thelotornis_mossambicanus_3FTx_06|Thelotornis_mossambicanus,no,mature_seq_fallback,68,Plesiotypic,Plesiotypic
A7X3T6,yes,full_seq,94,Plesiotypic,Plesiotypic
A7X3U4,yes,full_seq,88,Plesiotypic,Plesiotypic
A7X3U7,yes,full_seq,89,Non-standard,Plesiotypic
A7X6I4,yes,full_seq,86,Non-standard,Non-standard
NCBI|TREVA_GGQZ01007816.1_20_253|Tretanorhinus_variabilis,no,mature_seq_fallback,57,Non-standard,Non-standard
A7X3Q9,yes,full_seq,85,Plesiotypic,Plesiotypic
A7X3S0,yes,full_seq,111,Plesiotypic,Plesiotypic
A7X3S2,yes,full_seq,111,Non-standard,Non-standard
A0A193CHM1,yes,full_seq,110,Plesiotypic,Plesiotypic
A0A193CHM4,yes,full_seq,111,Plesiotypic,Plesiotypic
A0A193CHM5,yes,full_seq,111,Plesiotypic,Plesiotypic
A8HDJ5,yes,full_seq,81,Short-chain,Short-chain
A8HDJ6,yes,full_seq,81,Short-chain,Short-chain
A8HDK4,yes,full_seq,93,Long-chain,Long-chain
None|Vako10|Varanus_komodoensis,yes,full_seq,107,Ly-6,Ly-6
None|Vako_dn3|Varanus_komodoensis,no,mature_seq_fallback,107,Ly-6,Ly-6
None|Vako1|Varanus_komodoensis,yes,full_seq,124,Ly-6,Ly-6
None|Vako5|Varanus_komodoensis,yes,full_seq,126,Ly-6,Ly-6
None|Vako6|Varanus_komodoensis,yes,full_seq,126,Ly-6,Ly-6
None|Vako_dn8|Varanus_komodoensis,no,mature_seq_fallback,81,Ly-6,Ly-6
None|Vako9|Varanus_komodoensis,yes,full_seq,126,Ly-6,Ly-6
None|Vako_dn4|Varanus_komodoensis,yes,full_seq,123,Ly-6,Pre-3FTx
None|Vako7|Varanus_komodoensis,yes,full_seq,125,Ly-6,Ly-6
None|Vako_dn2|Varanus_komodoensis,no,mature_seq_fallback,59,Ly-6,Ly-6
R4FIZ2,yes,full_seq,83,Short-chain,Short-chain
R4FIZ6,yes,full_seq,88,Long-chain,Long-chain
R4FKG3,yes,full_seq,96,Long-chain,Long-chain
R4FKG7,yes,full_seq,81,Non-standard,Non-standard
R4G2M0,yes,full_seq,82,Short-chain,Short-chain
R4G2M2,yes,full_seq,81,Non-standard,Non-standard
R4G352,yes,full_seq,92,Long-chain,Long-chain
R4G354,yes,full_seq,81,Non-standard,Non-standard
R4G7L9,yes,full_seq,81,Short-chain,Short-chain
NCBI|VIPTR_OL439441.1_1_264|Vipera_transcaucasiana,yes,full_seq,88,Non-standard,Non-standard
None|Vipera_transcaucasiana_3FTx_08|Vipera_transcaucasiana,no,mature_seq_fallback,67,Non-standard,Non-standard
None|Vipera_transcaucasiana_3FTx_09|Vipera_transcaucasiana,no,mature_seq_fallback,67,Non-standard,Non-standard
None|Vipera_transcaucasiana_3FTx_10|Vipera_transcaucasiana,no,mature_seq_fallback,67,Non-standard,Non-standard
C0HKZ8,no,mature_seq_fallback,63,Plesiotypic,Plesiotypic
C1IC47,yes,full_seq,83,Short-chain,Short-chain
C1IC48,yes,full_seq,83,Short-chain,Short-chain
C1IC49,yes,full_seq,86,Plesiotypic,Plesiotypic
NCBI|WALAE_GIJO01002203.1_C450_211|Walterinnesia_aegyptia,no,mature_seq_fallback,79,Short-chain,Short-chain
NCBI|WALAE_GIJO01002391.1_C377_165|Walterinnesia_aegyptia,no,mature_seq_fallback,71,Short-chain,Short-chain
NCBI|WALAE_GIJO01002432.1_C415_209|Walterinnesia_aegyptia,no,mature_seq_fallback,68,Short-chain,Short-chain
NCBI|WALAE_GIJO01000037.1_C2199_1945|Walterinnesia_aegyptia,no,mature_seq_fallback,64,Short-chain,Short-chain
NCBI|WALAE_GIJO01002154.1_C376_188|Walterinnesia_aegyptia,no,mature_seq_fallback,63,Plesiotypic,Plesiotypic
NCBI|XENME_JZ904948.1_7_246|Xenodon_merremii,no,mature_seq_fallback,59,Non-standard,Non-standard
NCBI|XENME_JZ904769.1_12_257|Xenodon_merremii,no,mature_seq_fallback,61,Non-standard,Non-standard
NCBI|XENME_JZ904898.1_10_261|Xenodon_merremii,no,mature_seq_fallback,65,Plesiotypic,Plesiotypic
None|Xetr_2|Xenopus_tropicalis,yes,full_seq,114,Ly-6,Ly-6
None|Xetr_3|Xenopus_tropicalis,no,mature_seq_fallback,83,Ly-6,Ly-6
None|Xetr_1|Xenopus_tropicalis,yes,full_seq,119,Ly-6,Ly-6
None|Xetr_5|Xenopus_tropicalis,yes,full_seq,126,Ly-6,Ly-6
None|Xetr_6|Xenopus_tropicalis,yes,full_seq,154,Ly-6,Ly-6
None|Xetr_7|Xenopus_tropicalis,yes,full_seq,118,Ly-6,Ly-6
None|Xetr_8|Xenopus_tropicalis,no,mature_seq_fallback,103,Ly-6,Ly-6
None|Xetr4|Xenopus_tropicalis,yes,full_seq,82,Ly-6,Ly-6
None|Xetr_9|Xenopus_tropicalis,no,mature_seq_fallback,110,Ly-6,Ly-6
